dd,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud
556,566,johnlowery@gmail.com,1fvxj1f7,5vvhqu,uljh0fhae,0,bitcoin,JCB 16 digit,11,0,fulfilled,134,044-642-9860,6qy6oa3nqutsyyxzc54c,2432:d9dc:c6ad:ef9c:c5df:b7bf:1b48:4444,"USNS Price
FPO AE 14661",2,5,0,FALSE
135,217,johnlowery@gmail.com,8f8tkglk,ghy2in,bwj2e7i76,0,card,VISA 16 digit,55,0,pending,69,044-642-9860,969zz9zdj8z4gns4sx5p,101.94.37.245,"767 Tiffany Drive
Mirandaview, OH 42972-3228",0,3,6,TRUE
407,152,evansjeffery@yahoo.com,g3bqf8xd,kkj4g4,243b5b285,0,card,VISA 16 digit,47,0,pending,84,737-377-9701x577,vc71dbmrdaz78jgi7nhl,3.225.227.70,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",6,4,6,TRUE
112,303,brandon58@conner.com,o9wqic08,pypyvi,2zc5i5g91,0,card,Diners Club / Carte Blanche,49,0,fulfilled,68,4712252182,lu4fgcug8dr0dwbcuui1,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"403 Anna Center Apt. 947
Meganhaven, GA 46627",2,3,2,TRUE
769,620,abigail08@yahoo.com,5gbtznk4,93lzyc,opyep1aoj,0,card,Diners Club / Carte Blanche,36,0,fulfilled,10,002.940.3004x9094,2in0fh7lep289n8dcbdz,222.79.159.140,"813 Miller Lakes
Lake Christina, SD 29778-1298",3,0,3,TRUE
335,557,johnlowery@gmail.com,0w4ng8t4,m6zkwn,otujzzu3i,0,apple pay,Mastercard,11,0,fulfilled,165,1-333-131-2746x6449,kah1gtidszvnkih1lvtd,97.111.97.42,"445 Nicole Hollow
Carterton, FM 48532",15,4,2,FALSE
790,67,mgould@yahoo.com,mjnf4ynr,mpwhj2,a8dggs0xt,0,card,JCB 16 digit,24,1,fulfilled,155,1-020-923-6697x8718,6qy6oa3nqutsyyxzc54c,35.23.150.176,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",6,6,1,TRUE
264,602,ujackson@harris.com,85k8mjpo,e5iy2q,opyep1aoj,0,card,JCB 16 digit,27,0,pending,3,(522)133-8741x643,ui77ukzr5lnqpajdk03u,146.191.70.148,"3960 Emily Fort
Staceytown, AR 21817-3325",1,4,1,TRUE
426,453,johnlowery@gmail.com,02xzx7s8,809d5o,8xex97krx,0,apple pay,American Express,14,0,failed,97,000-734-4774,nsbh7z6p9hw17qq4mhhh,212.144.68.190,"401 Linda Circles Apt. 670
Raymondton, OH 67056-3087",5,2,1,FALSE
146,339,johnlowery@gmail.com,91xu5lzd,4v3wor,yxsf33ipw,0,card,Diners Club / Carte Blanche,33,0,fulfilled,45,+49(5)7226212913,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"664 Maurice Row Suite 634
New Jodi, OR 56525",8,6,2,FALSE
296,47,johnlowery@gmail.com,w7ludkyz,tc712d,gw4lq4cuy,0,card,VISA 16 digit,46,0,fulfilled,154,(616)674-0266x776,qywyyrk5r87k21ij3p62,81.13.103.118,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",6,5,1,TRUE
312,418,brandon58@conner.com,pne2a081,kxbs9c,yxsf33ipw,0,card,Voyager,22,1,fulfilled,59,867.528.2694x83638,yfpqgg5oxsn107veaala,107.82.81.240,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",7,2,3,TRUE
792,279,sbrown@hughes.biz,uqgebkxo,rn62d8,zim2ivw3x,0,card,VISA 16 digit,39,0,fulfilled,143,897-464-6425x941,wb0uylp0rwy01x5j1jzd,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"0008 Jessica Stream
Mcbridetown, MH 04017",0,3,1,FALSE
425,333,marywalker@gmail.com,rk0m8roe,naiygn,hs3hemcz6,0,apple pay,JCB 15 digit,65,0,fulfilled,8,1-143-059-1833,1asmfecu4hbv73a2r5jy,227.48.202.65,"391 Rogers Flats Apt. 287
North Rickchester, FM 35587",5,5,1,FALSE
440,298,cookbenjamin@hotmail.com,u2xbyl92,zxyice,tulie7ios,0,card,VISA 13 digit,11,0,fulfilled,94,353.413.2223x82475,mcfj07mm32tyodtfh7z2,7243:82ce:52ca:f27b:f116:30c0:f704:59f3,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",0,5,1,FALSE
628,23,johnlowery@gmail.com,e93zwysp,diw3zx,8xex97krx,0,card,VISA 16 digit,21,0,pending,140,(616)674-0266x776,2k850f1rbwvju71sbhqp,158.185.147.61,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",7,0,2,TRUE
303,253,barronelizabeth@singh.org,yz35aas7,oo68hd,wejtuspvr,0,card,VISA 16 digit,65,0,fulfilled,69,1-143-059-1833,gjieqcwj7nq91qkgdqb1,164.79.214.9,"548 Bryant Inlet
Veronicaside, OK 00522",3,5,1,TRUE
576,240,johnlowery@gmail.com,a2iekqhg,pupkd9,1vwiez8vl,0,card,JCB 15 digit,39,0,pending,63,002.940.3004x9094,wb0uylp0rwy01x5j1jzd,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"7835 Jasmine Mission Suite 502
Port Alejandra, WA 47942-2517",2,4,1,FALSE
432,590,cindydelgado@gmail.com,lla8uo92,zxk81a,1dcru1vlg,0,apple pay,Maestro,45,0,fulfilled,163,1-023-275-4692,spoo36hycxgbo0y2tap7,110.221.131.62,"664 Maurice Row Suite 634
New Jodi, OR 56525",3,4,1,TRUE
94,24,thomasryan@conrad.net,xduef3wa,ns8z3e,hs3hemcz6,0,card,VISA 13 digit,31,0,fulfilled,156,587.550.8830x64152,lr2c0lancqoqkosnyqnj,85.188.105.126,"96103 Riley Walks
Michellefort, ID 98085-6066",6,5,5,TRUE
447,14,johnlowery@gmail.com,i7p3731v,q60uc8,wlywsk5au,0,card,VISA 13 digit,12,0,fulfilled,29,1-469-696-6266,3nl9r01aoqks8pn0m4hb,107.82.81.240,"7541 Olson Glens
Ballshire, IL 29415",5,2,2,TRUE
52,308,ybrown@gmail.com,ueos82ny,3ougge,hs3hemcz6,0,card,VISA 16 digit,49,1,fulfilled,113,895-224-8246x9667,iuaio7yeshnjtrqn6qc5,2ebe:381c:151a:9df5:65f5:808f:103d:d128,"PSC 1505, Box 0924
APO AP 49055",7,5,0,TRUE
469,515,johnlowery@gmail.com,drngwa51,b8mpa4,bddoq1fwc,0,card,JCB 16 digit,42,0,fulfilled,53,(922)411-5121x98410,znzp16ko7mtwjfxgrle4,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"8478 Sean Ridges Apt. 441
Davisberg, PR 72250",6,5,4,FALSE
230,308,kwalsh@lopez-gomez.biz,vpzfovrf,ougwoy,h6cv0t3ga,0,card,VISA 13 digit,49,1,fulfilled,142,1-414-937-7421x73705,b1tjk5s0j9ybj1qpt3ik,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"Unit 6719 Box 6044
DPO AE 33534",5,6,2,FALSE
505,452,johnlowery@gmail.com,cthnkebs,bunmsb,r0735q7at,0,card,Voyager,32,1,fulfilled,143,313-124-3836x3528,0o4xh6wbyuxwchh1la5f,82.3.174.184,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",3,4,1,FALSE
370,306,johnlowery@gmail.com,crwqqfpi,51pdq1,tfff8yjzo,0,card,VISA 13 digit,36,0,fulfilled,155,635.676.0955x524,4gfo1e3xeirjanhwko92,97.111.97.42,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",5,6,4,FALSE
817,257,johnlowery@gmail.com,hjsrew5l,2ai67b,oqkj50e71,0,card,VISA 16 digit,41,0,failed,25,4103378280,2in0fh7lep289n8dcbdz,61.219.235.129,"77711 Pamela Ridge
New Kayla, IL 27182",7,5,1,FALSE
19,554,zgraham@yahoo.com,u2xbyl92,pcmaex,v6mrj0ec1,1,card,Voyager,39,0,fulfilled,10,737-377-9701x577,navessqcnmc9csfjn5cj,163.128.139.42,"67636 Renee Islands Suite 307
Teresaview, ND 09042",5,0,2,TRUE
446,154,gwilcox@hotmail.com,57bf8t4x,kanub7,v6mrj0ec1,0,card,JCB 15 digit,27,1,failed,155,1-820-539-4726x993,gcfo5uheb9mugbstbjez,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",7,0,2,FALSE
33,112,vmiller@hotmail.com,4ibeew3x,8f7mcp,a8dggs0xt,0,card,Mastercard,65,0,fulfilled,40,+27(2)4721167637,1asmfecu4hbv73a2r5jy,110.221.131.62,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",0,6,2,FALSE
526,332,johnlowery@gmail.com,vmzjq1hz,b8mpa4,gxjchyxfz,0,paypal,Voyager,22,0,fulfilled,45,201.737.5119x64000,nsbh7z6p9hw17qq4mhhh,86.201.239.98,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",7,4,1,TRUE
417,465,andersonwilliam@yahoo.com,qblbbsr6,kanub7,8xex97krx,0,card,Diners Club / Carte Blanche,42,0,failed,21,+27(2)4721167637,rjb0adai34izqvys4938,212.144.68.190,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",0,0,1,TRUE
358,219,johnlowery@gmail.com,pegqc4ud,zmwtn6,8xex97krx,1,card,JCB 16 digit,19,0,failed,53,828-124-3490,spoo36hycxgbo0y2tap7,82.3.174.184,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,TRUE
162,324,dana09@yahoo.com,293g6767,jhaub8,opyep1aoj,0,card,VISA 16 digit,47,1,failed,133,(616)674-0266x776,gjieqcwj7nq91qkgdqb1,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"412 Joshua Knoll Apt. 533
Davidland, ME 61496",1,4,2,TRUE
438,102,michelleherrera@day.info,po2qgue2,np906j,jud25x4mo,0,card,JCB 16 digit,60,1,fulfilled,120,621.591.0560,y3m3px7h46gor851y1pu,166.148.66.158,"814 Wagner Union
Ashleymouth, HI 35617",6,5,1,FALSE
756,566,shelby24@hotmail.com,ixardum8,87w5rm,0l7kszls7,0,card,American Express,25,0,fulfilled,10,1-023-275-4692,s9jcp2b4ojffrdp99g95,222.79.159.140,"356 Elizabeth Inlet Suite 120
Port Joshuabury, NM 37681",0,0,1,TRUE
138,284,ugood@mosley.info,fv5z6bnc,fng05a,xpd7j7c5g,0,card,VISA 13 digit,45,1,fulfilled,56,000-734-4774,zbn9it3s7yl69bjtrnqf,212.144.68.190,"95667 Alex Burg
Greenton, NH 20710-0614",7,4,1,FALSE
327,293,johnlowery@gmail.com,9pqd6ebh,7h0dat,hs3hemcz6,0,card,American Express,32,1,fulfilled,165,895-224-8246x9667,3pfhcvbn8itarkhxl087,143.172.2.212,"94798 Reed Park Apt. 840
Port Normanborough, ME 36946-3989",6,4,1,FALSE
211,179,ujackson@harris.com,lla8uo92,np906j,st34e000q,0,card,VISA 16 digit,58,0,fulfilled,155,1-394-145-7899x0176,311kdz4c1210iixltk2j,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",10,4,3,TRUE
620,570,finleybrianna@yahoo.com,soaefwfo,zxyice,st34e000q,0,card,American Express,37,0,fulfilled,45,201.737.5119x64000,jy8lgca2hto8r58zw5oo,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"77711 Pamela Ridge
New Kayla, IL 27182",1,5,3,TRUE
224,132,cindydelgado@gmail.com,hjsrew5l,lly25f,opyep1aoj,0,card,Diners Club / Carte Blanche,65,0,fulfilled,11,828.921.8126,s7m2fjcrk1y7lj0amm08,222.79.159.140,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",0,5,1,TRUE
47,506,david45@gmail.com,7df4i4c9,8sj7mh,opyep1aoj,0,card,VISA 16 digit,44,0,failed,100,1-143-059-1833,9ycz6r0ulpqtc04qxfke,196.89.235.192,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",0,5,5,TRUE
295,303,cindydelgado@gmail.com,yd80pfko,ijyrzl,a8dggs0xt,0,card,VISA 16 digit,14,0,fulfilled,79,4061905118,jz66ap43id2y35ivfqa5,254.155.117.48,"USS Barr
FPO AE 16052-3851",5,5,2,TRUE
530,570,jonathan99@stafford.org,aoyfjmwf,0b6r24,w8f4lcsen,0,apple pay,VISA 16 digit,68,1,failed,151,1-469-696-6266,qywyyrk5r87k21ij3p62,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"904 James Route Suite 595
Lake Ruth, CO 66976",2,0,1,TRUE
789,591,stevehernandez@gmail.com,c5usmga3,zynstd,l4w49qskr,0,card,JCB 16 digit,30,0,fulfilled,124,830-346-6543x518,ybz490o0v5781808jtzw,98.229.160.246,"4025 Rivera Mill
West Justin, UT 11158",6,5,6,FALSE
455,26,johnlowery@gmail.com,evap24h5,1bubxa,8xex97krx,0,bitcoin,Maestro,24,0,fulfilled,12,635.676.0955x524,rjb0adai34izqvys4938,3617:fa2b:f31e:5b72:59a8:cb1a:d090:edb9,"Unit 4843 Box 7401
DPO AP 92304-9120",6,4,1,FALSE
45,431,johnlowery@gmail.com,91xu5lzd,94aoa8,h5wy1uso1,0,bitcoin,VISA 16 digit,40,0,fulfilled,78,737-377-9701x577,sfx5nec64m3aczye0lb4,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,2,TRUE
688,484,aliciaanthony@martin.com,gec3i717,1nblrq,xpd7j7c5g,0,card,JCB 16 digit,33,0,fulfilled,81,5514762453,2in0fh7lep289n8dcbdz,d89c:db0:5ff9:a150:9e6c:482d:c900:fb33,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",6,3,3,FALSE
161,382,meganberry@clark.biz,c60my23d,1b71xd,tfff8yjzo,0,card,VISA 16 digit,24,0,fulfilled,165,076-099-0630x72770,akahn9g6l5245a3zfby6,d04c:1016:1b00:8a18:d9fc:5455:cae3:b97a,"42423 Marco Summit
New Mark, FM 17715",1,5,1,TRUE
474,238,sbrown@hughes.biz,get2kwes,hd6eyt,8xex97krx,0,bitcoin,JCB 15 digit,34,0,fulfilled,133,1-019-956-8013,rjb0adai34izqvys4938,248.33.149.88,"3764 Stanley Hollow
East Catherine, CT 98470",5,4,2,FALSE
278,118,johnlowery@gmail.com,7prmsn0c,3zk1ts,4nt3vg6nr,0,card,VISA 16 digit,33,0,fulfilled,98,059.431.5467x7848,j3a0155srqw0yeqvbgps,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"9923 Williams Ramp
East Lauraburgh, GA 48874",1,4,3,TRUE
121,406,uchen@malone.com,t08f5g4x,4pg8fk,j3foo2l16,1,card,Discover,27,0,fulfilled,45,1-143-059-1833,l6qv05oe0h0j78kx84ex,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"938 Miranda Mountain
Alexandratown, AS 69640",15,3,2,TRUE
636,468,johnlowery@gmail.com,c5usmga3,8iq07j,hs3hemcz6,0,card,Discover,11,0,fulfilled,155,044-642-9860,qywyyrk5r87k21ij3p62,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"814 Wagner Union
Ashleymouth, HI 35617",2,3,1,TRUE
699,81,uchen@malone.com,2yzkbxnq,v91d47,gims4zlcp,0,card,Voyager,47,0,fulfilled,103,867.528.2694x83638,m97tf30d9wpav4njjfbm,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",4,0,2,TRUE
749,26,kathleenlee@yahoo.com,7kxhp29x,5vvhqu,j3foo2l16,1,card,Mastercard,43,1,fulfilled,109,698-954-1805,dmqmkcujj3k31g0kr9b4,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"USS Barr
FPO AE 16052-3851",4,4,3,TRUE
178,289,ybrown@gmail.com,w5wkltds,phfc5z,wlywsk5au,0,card,JCB 16 digit,12,0,fulfilled,65,145-419-0237x139,jx3d90d32iz1zlo5jntm,196.89.235.192,"29408 Lisa Lock
Port Jennifer, LA 26501-7040",6,5,1,FALSE
336,234,johnlowery@gmail.com,p237hz8y,5mwl8n,l1qil6tjh,0,card,VISA 16 digit,11,0,fulfilled,143,4712252182,311kdz4c1210iixltk2j,45.203.99.249,"398 Latasha Canyon
Kathyland, LA 36717-2161",2,5,3,FALSE
31,295,johnlowery@gmail.com,8f8tkglk,3ougge,ymqtqgnsg,0,bitcoin,VISA 16 digit,16,1,fulfilled,79,1-143-059-1833,xgv918sclaz40qlp2fee,152.211.139.83,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,4,1,TRUE
253,486,johnlowery@gmail.com,jjnhdzhb,b8mpa4,w8f4lcsen,0,card,JCB 16 digit,47,0,fulfilled,84,937-523-6702x7281,4gfo1e3xeirjanhwko92,163.128.139.42,"548 Bryant Inlet
Veronicaside, OK 00522",2,2,3,TRUE
618,361,ssmith@levine-harmon.biz,i25dewqi,3ougge,1adbjdqx8,1,paypal,Mastercard,10,0,fulfilled,73,076-099-0630x72770,t2ztblzdu5hhzuo5fl6g,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"548 Bryant Inlet
Veronicaside, OK 00522",4,8,1,FALSE
34,85,johnlowery@gmail.com,gzs6it77,jhaub8,opyep1aoj,0,card,JCB 16 digit,32,0,fulfilled,59,+00(2)1650962747,jz66ap43id2y35ivfqa5,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"8478 Sean Ridges Apt. 441
Davisberg, PR 72250",2,5,2,TRUE
806,83,kathleenlee@yahoo.com,atmrshug,saobql,i7h51ufsw,0,card,JCB 16 digit,61,0,fulfilled,143,(089)703-7360x8848,lu4fgcug8dr0dwbcuui1,110.221.131.62,"130 Kimberly Junctions
Ericmouth, KS 59756-2919",8,5,1,TRUE
780,1,kwalsh@lopez-gomez.biz,yiay9b0n,vliicw,syeg4jsea,1,apple pay,VISA 16 digit,17,0,failed,74,423.526.5373,hbww39m1wenbq4ymjhsx,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"130 Kimberly Junctions
Ericmouth, KS 59756-2919",3,5,6,TRUE
341,239,romerolauren@hotmail.com,fwq4f8bn,b8mpa4,opyep1aoj,0,card,Maestro,29,0,failed,29,1-820-539-4726x993,2in0fh7lep289n8dcbdz,8.13.234.51,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",1,3,1,TRUE
215,75,ybrown@gmail.com,203fxp7y,zllwa6,wl0wgtfn2,1,apple pay,VISA 16 digit,34,0,fulfilled,7,621.591.0560,1asmfecu4hbv73a2r5jy,120.215.98.17,"6927 Nathan Mountains
North April, PA 95355-9109",6,2,2,TRUE
765,235,brittanyhicks@jones.com,06r7dg7q,npcwlm,9i0e5d5ex,0,card,Voyager,36,0,fulfilled,110,044-642-9860,311kdz4c1210iixltk2j,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",7,5,5,TRUE
96,283,aweaver@yahoo.com,o4z2x2e9,bunmsb,te1pi876k,1,card,JCB 16 digit,16,0,fulfilled,7,076-099-0630x72770,eaul63h9guyvwuymfn3z,227.48.202.65,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",0,5,2,TRUE
456,413,juliecook@hotmail.com,91xu5lzd,src36a,gxjchyxfz,0,card,JCB 16 digit,15,0,failed,121,353.413.2223x82475,felexq5xniffmhhlqdqm,a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,1,1,FALSE
568,153,craig83@rasmussen-alvarado.com,m8zl1qvt,8zs126,ow9u8ogs4,0,card,VISA 16 digit,40,1,failed,141,(651)355-4709,ck37pcnsqa9po9g1euae,163.128.139.42,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",3,6,3,FALSE
520,258,nancymayo@brown.com,ao66pcnh,4x7vmr,4nf29mjz1,0,card,Voyager,25,0,failed,84,1-410-373-1228x129,tyijaify2hqadwslejyr,146.191.70.148,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",5,3,1,TRUE
556,152,kwalsh@lopez-gomez.biz,p22jityx,7p1kg7,pube8iuin,0,card,JCB 16 digit,65,0,fulfilled,79,962.300.2250,2ngkzu1idwxintmxwmgn,163.128.139.42,"29408 Lisa Lock
Port Jennifer, LA 26501-7040",7,4,2,FALSE
31,234,johnlowery@gmail.com,5unj4ehj,l4hhqu,8wpdnmsut,0,card,VISA 16 digit,46,1,fulfilled,64,1-753-714-9977x4456,84z3gd4fiabz488ybv9p,231.91.253.19,"445 Nicole Hollow
Carterton, FM 48532",15,0,1,FALSE
286,604,marissacollins@mckinney.com,t2tr0zve,nzxaq8,olr4zf09x,0,card,American Express,34,1,fulfilled,156,635.676.0955x524,9ycz6r0ulpqtc04qxfke,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",5,5,1,FALSE
794,605,wdelacruz@yahoo.com,vby375q9,mchypz,syeg4jsea,0,card,Voyager,27,1,fulfilled,7,4712252182,311kdz4c1210iixltk2j,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",6,3,0,TRUE
327,303,sbrown@hughes.biz,06r7dg7q,tv616g,yxsf33ipw,0,card,JCB 15 digit,20,1,fulfilled,151,1-143-059-1833,6py7ewqjkxjw8zjl9eri,163.128.139.42,"548 Bryant Inlet
Veronicaside, OK 00522",3,3,6,TRUE
672,235,tayloreric@gmail.com,ckk3ux58,0b6r24,j3foo2l16,0,card,VISA 16 digit,51,0,fulfilled,50,1-820-539-4726x993,cvtpgtclxkvcwvr16cyd,99.149.12.193,"42423 Marco Summit
New Mark, FM 17715",8,5,2,TRUE
210,28,johnlowery@gmail.com,w2nnyowa,zxyice,hs3hemcz6,0,card,Discover,65,0,fulfilled,11,024.420.0375,tyijaify2hqadwslejyr,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"265 Marisa Keys
Lynchmouth, WV 63252-7526",2,3,1,TRUE
707,105,bowenwilliam@yahoo.com,c5usmga3,p1yimo,8pneoi03z,0,card,Maestro,47,0,fulfilled,132,635.676.0955x524,xgv918sclaz40qlp2fee,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",6,2,1,FALSE
405,322,brittany60@yahoo.com,7o924iwu,w6jjuq,hs3hemcz6,0,apple pay,Voyager,45,0,fulfilled,1,1-114-728-2835x715,tyijaify2hqadwslejyr,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",4,5,1,FALSE
662,493,patrickcalderon@russo.net,qenelvvf,y50p63,qp0jwedbw,0,card,American Express,25,1,fulfilled,163,1-333-131-2746x6449,yfpqgg5oxsn107veaala,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,2,1,FALSE
495,153,briana34@gmail.com,koade5oa,kanub7,orf4mjxo2,0,card,VISA 16 digit,63,0,fulfilled,84,1-836-334-7673,ntjnc4h0ldd2yia6m7u6,45.203.99.249,"67636 Renee Islands Suite 307
Teresaview, ND 09042",8,4,2,TRUE
147,566,mercedesfinley@roman.org,s4fv6dqi,0nzjdh,hs3hemcz6,1,card,JCB 15 digit,22,0,failed,97,+16(4)9016414340,qkkvc35qa3mx8g1t1jr2,11.165.157.167,"1292 Tricia Key Suite 062
Marthabury, KS 40445",3,3,1,FALSE
55,237,stevehernandez@gmail.com,gzs6it77,eqaoio,yxsf33ipw,0,card,Diners Club / Carte Blanche,11,0,fulfilled,60,(172)959-5151,969zz9zdj8z4gns4sx5p,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"046 Carson Crescent
South Jacksonview, NV 22839-2652",4,8,6,TRUE
368,51,michelleherrera@day.info,1wa1s613,owjv3s,a8dggs0xt,0,card,Voyager,14,0,fulfilled,21,000-734-4774,ui77ukzr5lnqpajdk03u,2be:a4d5:eb39:fa22:2650:83d5:917f:5f23,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",7,4,1,TRUE
303,235,iray@rogers.com,qio8vvq7,50o0jf,ust8991vz,0,card,American Express,27,0,fulfilled,64,1-023-275-4692,jx3d90d32iz1zlo5jntm,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",4,5,1,FALSE
158,550,jamescampbell@randall-pacheco.biz,bzubcvnz,fbz9ep,8xex97krx,1,bitcoin,Discover,19,0,failed,79,1-143-059-1833,jz66ap43id2y35ivfqa5,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",6,4,2,FALSE
603,288,rubenjuarez@yahoo.com,aoyfjmwf,src36a,74rqcnogo,0,card,VISA 16 digit,49,0,fulfilled,25,+16(4)9016414340,uu141ykhyig0cj3s98jr,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"3960 Emily Fort
Staceytown, AR 21817-3325",6,2,2,FALSE
200,17,ethompson@jackson-sanders.com,ggmerx76,p1yimo,jjfiirq8l,0,card,JCB 15 digit,41,1,pending,165,4712252182,smxfahki83m4rgsvgvki,8.129.104.40,"526 Ronald Cliffs
West Christinaville, GU 76418",6,3,4,TRUE
685,235,bakersydney@gmail.com,qenelvvf,np906j,hs3hemcz6,0,card,Voyager,13,0,fulfilled,27,1-019-956-8013,obb41ux0zfa2td5ajo9s,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",5,4,1,TRUE
559,153,zgraham@yahoo.com,xmzhdlhj,kr2w5f,d1nvhtt2q,0,card,JCB 15 digit,16,0,fulfilled,79,764-447-7031,1djsf7mffce2xhvsf139,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",2,2,0,TRUE
413,607,caleb94@sutton.info,i5cw09zr,734b9q,j6vt0l11e,0,card,Maestro,10,1,fulfilled,155,828.921.8126,znzp16ko7mtwjfxgrle4,222.79.159.140,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",3,3,3,TRUE
252,105,zgraham@yahoo.com,br8ba1nu,f5vg4r,te1pi876k,0,card,Discover,21,0,fulfilled,20,1-885-168-1310x338,k8t5eytta8tc8y593lcr,73.182.31.59,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,3,3,FALSE
574,26,lsanchez@hotmail.com,gec3i717,014gsw,2nfc926ij,0,card,Maestro,24,0,fulfilled,40,4712252182,iyac5n05j0sxp2b0cnnc,132.132.95.33,"73802 Aaron Field Apt. 622
Port Lisa, MO 01167",5,3,1,TRUE
46,283,uchen@malone.com,2gd1xtoz,1c0bds,6rli0g8of,0,bitcoin,Maestro,41,0,fulfilled,65,+45(0)7468859801,mcfj07mm32tyodtfh7z2,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"586 Johnson Courts
South Timothymouth, OH 66490",10,5,14,TRUE
130,412,johnlowery@gmail.com,300mewnx,6hb7do,644b30jam,0,bitcoin,Voyager,30,0,fulfilled,165,255-915-9059x3369,72stamnugxuz9ls1xx98,114.134.196.43,"814 Wagner Union
Ashleymouth, HI 35617",5,5,7,FALSE
